id,fecha,convocatoria,facultad,carrera,tipo_colegio,estado_pago,concepto,monto,paso_embudo
3122,2023-09-11 04:17:41,2023-II,RRNN,Ing. Ambiental,Privado,Validado,Inscripción,262.66,3
3091,2023-09-11 12:48:20,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,157.09,2
1869,2023-09-11 14:00:58,2023-II,Otras,Desarrollo Rural,Estatal,Pendiente,Inscripción,224.29,1
1579,2023-09-11 19:48:36,2023-II,RRNN,Ing. RRNN,Privado,Validado,Matrícula,368.76,3
1006,2023-09-11 20:27:46,2023-II,Zootecnia,Zootecnia,Estatal,Observado,Inscripción,214.78,1
2890,2023-09-12 00:49:43,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,280.08,3
865,2023-09-12 01:10:48,2023-II,RRNN,Ing. Forestal,Privado,Validado,Inscripción,294.64,3
393,2023-09-12 03:45:15,2023-II,Zootecnia,Zootecnia,Privado,Observado,Inscripción,233.23,1
3435,2023-09-12 06:01:37,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Matrícula,361.56,3
4938,2023-09-12 13:13:54,2023-II,Zootecnia,Zootecnia,Privado,Validado,Inscripción,276.29,3
1926,2023-09-12 17:03:05,2023-II,Agronomía,Agronomía,Estatal,Validado,Constancias,38.07,3
566,2023-09-13 06:12:49,2023-II,Económicas,Economía,Privado,Validado,Inscripción,256.83,2
3972,2023-09-13 10:50:53,2023-II,RRNN,Ing. Forestal,Estatal,Pendiente,Examen,237.55,1
1765,2023-09-13 11:09:08,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Inscripción,245.69,1
2219,2023-09-13 12:10:41,2023-II,Zootecnia,Zootecnia,Privado,Validado,Examen,166.2,2
458,2023-09-13 14:02:37,2023-II,Otras,Ing. Mecánica,Estatal,Validado,Examen,213.86,3
4893,2023-09-13 21:02:12,2023-II,Económicas,Contabilidad,Privado,Validado,Matrícula,364.84,3
2459,2023-09-13 22:28:01,2023-II,Zootecnia,Zootecnia,Privado,Validado,Matrícula,359.78,3
4282,2023-09-14 01:16:18,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Examen,151.44,3
2169,2023-09-14 09:14:56,2023-II,Otras,Desarrollo Rural,Estatal,Validado,Matrícula,352.98,3
1171,2023-09-14 10:28:49,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Observado,Matrícula,474.03,1
3417,2023-09-14 13:06:51,2023-II,RRNN,Ing. RRNN,Privado,Validado,Inscripción,264.64,3
3655,2023-09-14 17:02:57,2023-II,Otras,Ing. Mecánica,Privado,Validado,Inscripción,235.11,2
25,2023-09-14 22:33:10,2023-II,RRNN,Ing. Forestal,Estatal,Validado,Inscripción,241.21,2
976,2023-09-15 11:18:38,2023-II,RRNN,Ing. Ambiental,Estatal,Observado,Otros,144.33,1
1066,2023-09-15 13:00:00,2023-II,Económicas,Administración,Estatal,Validado,Matrícula,447.18,3
3247,2023-09-16 01:31:04,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Matrícula,457.97,3
1210,2023-09-16 08:57:39,2023-II,Económicas,Administración,Estatal,Pendiente,Inscripción,285.48,1
329,2023-09-16 19:22:20,2023-II,Otras,Ing. Mecánica,Estatal,Validado,Inscripción,292.2,3
1604,2023-09-16 22:05:38,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,156.0,3
3241,2023-09-17 02:04:35,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Inscripción,281.04,1
3838,2023-09-17 02:45:37,2023-II,Zootecnia,Zootecnia,Estatal,Observado,Inscripción,250.3,1
933,2023-09-17 03:23:00,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Examen,151.37,3
3779,2023-09-17 07:50:41,2023-II,Agronomía,Agronomía,Estatal,Validado,Inscripción,241.06,2
1888,2023-09-17 10:04:47,2023-II,Otras,Ing. Mecánica,Estatal,Validado,Examen,238.84,3
3232,2023-09-17 12:46:02,2023-II,RRNN,Ing. Conser. Suelos,Privado,Pendiente,Inscripción,232.78,1
2034,2023-09-18 01:36:19,2023-II,Otras,Ing. Mecánica,Privado,Validado,Examen,173.49,2
1460,2023-09-18 01:59:05,2023-II,Otras,Ing. Mecánica,Estatal,Validado,Examen,214.59,2
4387,2023-09-18 10:42:43,2023-II,Agronomía,Agronomía,Estatal,Validado,Matrícula,388.61,3
2924,2023-09-18 11:41:19,2023-II,RRNN,Ing. Forestal,Estatal,Observado,Inscripción,238.68,1
876,2023-09-18 20:45:00,2023-II,Económicas,Administración,Privado,Validado,Constancias,61.1,3
406,2023-09-19 00:20:09,2023-II,Otras,Ing. Mecánica,Estatal,Validado,Inscripción,230.15,3
886,2023-09-19 02:17:17,2023-II,Zootecnia,Zootecnia,Privado,Validado,Inscripción,243.07,2
167,2023-09-19 06:45:08,2023-II,RRNN,Ing. RRNN,Estatal,Validado,Inscripción,289.72,2
4726,2023-09-19 09:05:16,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Matrícula,406.05,3
4979,2023-09-19 10:05:05,2023-II,RRNN,Ing. Conser. Suelos,Privado,Validado,Inscripción,264.47,2
4665,2023-09-19 16:45:14,2023-II,Otras,Ing. Mecánica,Privado,Validado,Examen,227.38,2
2218,2023-09-19 21:05:10,2023-II,Agronomía,Agronomía,Privado,Validado,Inscripción,257.72,3
3786,2023-09-20 00:21:41,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Examen,172.03,1
715,2023-09-20 09:55:04,2023-II,Económicas,Economía,Privado,Validado,Matrícula,430.61,3
3676,2023-09-20 11:08:43,2023-II,Económicas,Economía,Privado,Validado,Matrícula,432.55,3
4557,2023-09-20 12:33:46,2023-II,RRNN,Ing. Forestal,Privado,Validado,Inscripción,269.14,3
3098,2023-09-20 14:26:29,2023-II,Agronomía,Agronomía,Privado,Validado,Inscripción,210.39,3
298,2023-09-20 18:53:50,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,161.74,3
1267,2023-09-20 22:42:08,2023-II,RRNN,Ing. Forestal,Privado,Pendiente,Examen,212.02,1
2231,2023-09-20 22:43:33,2023-II,Agronomía,Agronomía,Estatal,Validado,Matrícula,413.93,3
719,2023-09-21 01:08:20,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,256.83,3
3275,2023-09-21 03:47:17,2023-II,Otras,Desarrollo Rural,Privado,Validado,Inscripción,244.78,3
4502,2023-09-21 23:08:27,2023-II,Otras,Ing. Mecánica,Estatal,Validado,Inscripción,279.37,2
1528,2023-09-22 02:20:32,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Examen,249.53,3
3301,2023-09-22 03:55:13,2023-II,Otras,Ing. Mecánica,Privado,Pendiente,Constancias,59.98,1
3817,2023-09-22 07:52:05,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Matrícula,490.99,3
1819,2023-09-22 20:07:31,2023-II,Otras,Desarrollo Rural,Privado,Observado,Inscripción,227.49,1
2982,2023-09-23 08:16:58,2023-II,RRNN,Ing. RRNN,Estatal,Validado,Inscripción,202.62,3
2330,2023-09-23 13:56:57,2023-II,RRNN,Ing. RRNN,Estatal,Observado,Inscripción,257.12,1
4350,2023-09-23 18:31:02,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Otros,87.91,3
69,2023-09-24 17:07:56,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Examen,214.65,1
4923,2023-09-24 21:55:52,2023-II,Zootecnia,Zootecnia,Privado,Validado,Otros,58.57,3
4139,2023-09-25 01:10:32,2023-II,RRNN,Ing. RRNN,Privado,Validado,Examen,211.46,3
2335,2023-09-25 09:36:04,2023-II,Agronomía,Agronomía,Estatal,Validado,Inscripción,262.37,2
1158,2023-09-25 13:26:59,2023-II,Económicas,Contabilidad,Privado,Validado,Inscripción,285.81,2
2561,2023-09-25 13:29:32,2023-II,RRNN,Ing. Conser. Suelos,Privado,Pendiente,Inscripción,240.61,1
3045,2023-09-25 17:32:53,2023-II,Agronomía,Agronomía,Privado,Observado,Inscripción,278.53,1
4488,2023-09-25 20:36:50,2023-II,Zootecnia,Zootecnia,Privado,Validado,Inscripción,243.37,2
2421,2023-09-26 05:35:24,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Inscripción,204.26,3
1684,2023-09-26 06:00:02,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Examen,153.63,2
1589,2023-09-26 10:07:51,2023-II,RRNN,Ing. Conser. Suelos,Privado,Validado,Inscripción,286.54,3
1811,2023-09-26 11:23:56,2023-II,Zootecnia,Zootecnia,Privado,Observado,Inscripción,279.54,1
1149,2023-09-26 15:11:03,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,247.52,3
2362,2023-09-26 20:21:13,2023-II,Económicas,Contabilidad,Estatal,Validado,Examen,238.88,3
4909,2023-09-27 00:01:00,2023-II,Agronomía,Agronomía,Estatal,Validado,Matrícula,440.65,3
4520,2023-09-27 00:03:24,2023-II,RRNN,Ing. Forestal,Privado,Observado,Inscripción,264.02,1
2625,2023-09-27 05:14:13,2023-II,RRNN,Ing. RRNN,Estatal,Validado,Examen,164.73,3
853,2023-09-27 07:15:50,2023-II,Económicas,Administración,Privado,Validado,Inscripción,264.38,3
1997,2023-09-28 08:39:31,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Matrícula,360.77,1
3014,2023-09-28 11:32:02,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Examen,205.05,3
4546,2023-09-28 16:23:34,2023-II,Agronomía,Agronomía,Privado,Validado,Examen,167.96,3
1488,2023-09-29 01:33:58,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Examen,170.58,2
4006,2023-09-29 07:37:33,2023-II,Agronomía,Agronomía,Estatal,Validado,Examen,243.25,3
4766,2023-09-29 11:42:22,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,228.47,3
4993,2023-09-29 16:11:27,2023-II,RRNN,Ing. Ambiental,Privado,Validado,Examen,171.34,2
1516,2023-09-29 17:25:21,2023-II,RRNN,Ing. Forestal,Estatal,Validado,Inscripción,224.86,2
43,2023-09-30 08:46:33,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Examen,226.08,3
2577,2023-09-30 11:48:54,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Inscripción,236.06,1
1545,2023-09-30 21:03:03,2023-II,Agronomía,Agronomía,Privado,Validado,Inscripción,289.45,3
1634,2023-09-30 22:01:58,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Inscripción,253.56,1
68,2023-09-30 22:24:49,2023-II,Agronomía,Agronomía,Privado,Pendiente,Inscripción,203.0,1
231,2023-10-01 03:08:25,2023-II,Económicas,Contabilidad,Estatal,Validado,Inscripción,229.1,2
4657,2023-10-01 03:10:56,2023-II,Otras,Desarrollo Rural,Privado,Pendiente,Inscripción,215.38,1
346,2023-10-01 05:04:05,2023-II,Zootecnia,Zootecnia,Privado,Validado,Constancias,78.31,2
471,2023-10-01 15:05:29,2023-II,Agronomía,Agronomía,Estatal,Validado,Inscripción,201.69,3
3869,2023-10-01 23:09:24,2023-II,Económicas,Economía,Privado,Validado,Inscripción,226.57,3
538,2023-10-02 02:26:09,2023-II,Económicas,Contabilidad,Estatal,Observado,Inscripción,264.5,1
4968,2023-10-02 07:34:07,2023-II,Agronomía,Agronomía,Privado,Validado,Inscripción,272.07,3
199,2023-10-02 20:06:18,2023-II,Agronomía,Agronomía,Estatal,Validado,Inscripción,242.93,2
2727,2023-10-03 07:45:53,2023-II,RRNN,Ing. Forestal,Estatal,Validado,Examen,236.53,3
4583,2023-10-03 09:51:19,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Pendiente,Inscripción,272.02,1
2975,2023-10-04 10:59:21,2023-II,Otras,Desarrollo Rural,Privado,Pendiente,Inscripción,205.84,1
206,2023-10-04 17:06:51,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,238.65,3
72,2023-10-04 17:38:42,2023-II,Agronomía,Agronomía,Privado,Validado,Examen,191.66,2
3046,2023-10-04 23:39:23,2023-II,Agronomía,Agronomía,Estatal,Validado,Inscripción,201.07,3
4900,2023-10-05 04:09:33,2023-II,Zootecnia,Zootecnia,Estatal,Observado,Inscripción,214.62,1
2816,2023-10-05 08:04:55,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,245.62,3
3591,2023-10-05 10:25:42,2023-II,Zootecnia,Zootecnia,Privado,Pendiente,Inscripción,247.53,1
3517,2023-10-05 11:49:50,2023-II,Otras,Desarrollo Rural,Estatal,Validado,Matrícula,493.87,3
4954,2023-10-05 12:25:24,2023-II,Otras,Ing. Mecánica,Estatal,Validado,Inscripción,259.98,2
4588,2023-10-05 12:27:02,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Matrícula,391.01,3
58,2023-10-06 09:19:17,2023-II,Otras,Ing. Mecánica,Estatal,Validado,Inscripción,264.34,2
524,2023-10-06 10:55:53,2023-II,RRNN,Ing. Ambiental,Privado,Validado,Inscripción,267.8,3
3104,2023-10-06 17:35:51,2023-II,Agronomía,Agronomía,Privado,Validado,Examen,217.11,2
4158,2023-10-06 17:45:42,2023-II,Otras,Desarrollo Rural,Privado,Validado,Matrícula,385.3,3
3385,2023-10-06 17:54:13,2023-II,Otras,Desarrollo Rural,Privado,Observado,Matrícula,470.67,1
4137,2023-10-06 22:54:08,2023-II,Otras,Ing. Mecánica,Privado,Validado,Examen,167.28,3
3128,2023-10-07 00:19:01,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Examen,150.38,3
4882,2023-10-07 06:38:49,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,261.47,2
4988,2023-10-07 12:56:30,2023-II,Zootecnia,Zootecnia,Privado,Pendiente,Inscripción,245.69,1
4955,2023-10-08 16:42:37,2023-II,RRNN,Ing. Forestal,Estatal,Validado,Matrícula,485.5,3
1594,2023-10-08 16:49:46,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Matrícula,458.93,1
2479,2023-10-09 02:35:51,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,205.5,2
277,2023-10-09 02:52:49,2023-II,Económicas,Economía,Estatal,Validado,Inscripción,250.19,2
210,2023-10-09 06:44:10,2023-II,Agronomía,Agronomía,Privado,Validado,Constancias,49.76,2
4337,2023-10-09 07:35:26,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Inscripción,260.03,3
3504,2023-10-09 15:13:41,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,254.91,3
4600,2023-10-10 06:45:42,2023-II,Otras,Desarrollo Rural,Estatal,Observado,Inscripción,292.31,1
532,2023-10-10 08:53:32,2023-II,Zootecnia,Zootecnia,Estatal,Observado,Inscripción,285.62,1
3065,2023-10-11 03:19:47,2023-II,RRNN,Ing. Ambiental,Privado,Validado,Inscripción,282.38,2
4604,2023-10-11 08:21:44,2023-II,RRNN,Ing. RRNN,Estatal,Pendiente,Examen,150.66,1
4534,2023-10-11 21:26:27,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,275.34,2
2305,2023-10-11 22:19:23,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Inscripción,269.87,2
3604,2023-10-12 05:46:06,2023-II,RRNN,Ing. Forestal,Estatal,Observado,Inscripción,209.46,1
2059,2023-10-12 10:31:54,2023-II,Otras,Desarrollo Rural,Privado,Pendiente,Inscripción,226.48,1
557,2023-10-12 16:17:35,2023-II,Económicas,Contabilidad,Estatal,Observado,Inscripción,285.85,1
2535,2023-10-13 13:07:18,2023-II,Agronomía,Agronomía,Privado,Validado,Inscripción,247.8,2
1787,2023-10-13 19:01:06,2023-II,Agronomía,Agronomía,Privado,Validado,Examen,230.38,2
3782,2023-10-13 19:58:16,2023-II,Económicas,Economía,Estatal,Validado,Inscripción,284.47,2
4439,2023-10-13 21:42:42,2023-II,Económicas,Contabilidad,Estatal,Validado,Examen,248.8,3
1309,2023-10-13 22:26:13,2023-II,Económicas,Contabilidad,Estatal,Validado,Matrícula,370.32,3
4332,2023-10-13 23:19:53,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Constancias,76.04,3
3487,2023-10-14 04:53:38,2023-II,Agronomía,Agronomía,Estatal,Validado,Examen,223.22,3
4214,2023-10-14 11:21:54,2023-II,Otras,Ing. Mecánica,Estatal,Validado,Matrícula,485.75,3
3141,2023-10-14 11:55:44,2023-II,Otras,Ing. Mecánica,Privado,Validado,Examen,168.09,2
1551,2023-10-14 12:44:29,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Pendiente,Matrícula,476.93,1
2521,2023-10-14 20:16:55,2023-II,Económicas,Administración,Privado,Validado,Matrícula,421.5,3
4598,2023-10-14 20:28:33,2023-II,RRNN,Ing. Conser. Suelos,Estatal,Observado,Constancias,57.98,1
3033,2023-10-14 23:56:19,2023-II,Agronomía,Agronomía,Privado,Validado,Matrícula,489.42,3
4004,2023-10-15 01:09:17,2023-II,Económicas,Economía,Privado,Validado,Inscripción,205.08,2
3550,2023-10-15 01:37:52,2023-II,Agronomía,Agronomía,Privado,Pendiente,Inscripción,234.62,1
404,2023-10-15 02:52:27,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Inscripción,250.39,3
890,2023-10-15 05:02:12,2023-II,Zootecnia,Zootecnia,Privado,Validado,Examen,191.97,3
4094,2023-10-15 07:17:28,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Matrícula,468.1,3
2883,2023-10-15 09:52:51,2023-II,Agronomía,Agronomía,Estatal,Validado,Matrícula,387.24,3
1481,2023-10-15 14:41:31,2023-II,RRNN,Ing. Conser. Suelos,Estatal,Validado,Constancias,64.74,2
1280,2023-10-15 17:23:42,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,291.59,3
2375,2023-10-16 02:23:47,2023-II,Otras,Desarrollo Rural,Estatal,Observado,Examen,162.02,1
4811,2023-10-16 09:25:28,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,285.16,3
2612,2023-10-16 16:31:47,2023-II,RRNN,Ing. Forestal,Estatal,Validado,Inscripción,265.88,3
1059,2023-10-16 21:49:50,2023-II,Agronomía,Agronomía,Estatal,Validado,Inscripción,251.83,3
2289,2023-10-16 22:59:09,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Pendiente,Inscripción,213.64,1
2170,2023-10-17 03:58:21,2023-II,Otras,Ing. Mecánica,Estatal,Observado,Inscripción,265.11,1
2379,2023-10-17 08:24:33,2023-II,Económicas,Economía,Estatal,Observado,Examen,166.11,1
4497,2023-10-17 08:51:33,2023-II,Agronomía,Agronomía,Estatal,Validado,Constancias,56.47,3
2283,2023-10-17 10:55:01,2023-II,Económicas,Administración,Privado,Validado,Constancias,39.36,3
3802,2023-10-17 20:16:30,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Inscripción,297.92,1
2880,2023-10-18 03:16:14,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Constancias,33.18,1
4357,2023-10-18 05:50:37,2023-II,RRNN,Ing. Forestal,Privado,Validado,Inscripción,273.86,3
3529,2023-10-18 12:37:45,2023-II,Económicas,Economía,Estatal,Validado,Examen,170.71,3
3329,2023-10-18 14:34:59,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Inscripción,277.84,1
2431,2023-10-18 17:20:46,2023-II,Económicas,Administración,Privado,Validado,Inscripción,265.9,2
1665,2023-10-18 18:05:19,2023-II,Otras,Ing. Mecánica,Privado,Validado,Inscripción,288.7,2
2150,2023-10-18 19:21:00,2023-II,Agronomía,Agronomía,Privado,Validado,Inscripción,207.29,3
4029,2023-10-18 23:19:16,2023-II,Zootecnia,Zootecnia,Privado,Validado,Constancias,74.84,2
983,2023-10-19 08:31:11,2023-II,Agronomía,Agronomía,Privado,Validado,Inscripción,226.42,2
681,2023-10-19 13:06:42,2023-II,Agronomía,Agronomía,Estatal,Validado,Examen,201.96,3
2679,2023-10-19 13:30:14,2023-II,Zootecnia,Zootecnia,Privado,Pendiente,Examen,197.43,1
2993,2023-10-19 18:39:18,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Examen,239.11,1
3477,2023-10-19 21:47:27,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Observado,Inscripción,239.08,1
1273,2023-10-20 00:14:53,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Examen,172.78,1
2124,2023-10-20 06:40:32,2023-II,Otras,Ing. Mecánica,Privado,Validado,Inscripción,251.98,2
3532,2023-10-20 07:08:28,2023-II,Económicas,Contabilidad,Privado,Validado,Examen,166.13,2
2895,2023-10-20 14:23:59,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Matrícula,410.48,3
1084,2023-10-20 21:12:01,2023-II,Otras,Ing. Mecánica,Privado,Validado,Examen,219.99,3
22,2023-10-21 00:27:30,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Inscripción,277.17,1
3582,2023-10-21 00:36:39,2023-II,Agronomía,Agronomía,Estatal,Validado,Inscripción,266.47,2
2376,2023-10-21 00:36:52,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,240.0,3
449,2023-10-21 02:17:57,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Otros,60.58,1
3383,2023-10-21 02:28:45,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Examen,178.42,3
611,2023-10-21 05:33:50,2023-II,Económicas,Economía,Estatal,Validado,Matrícula,366.34,3
845,2023-10-21 08:29:59,2023-II,RRNN,Ing. RRNN,Privado,Validado,Constancias,44.4,3
250,2023-10-21 23:56:00,2023-II,Zootecnia,Zootecnia,Estatal,Pendiente,Inscripción,224.79,1
2662,2023-10-22 07:10:02,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Matrícula,473.13,3
2879,2023-10-22 08:26:17,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Inscripción,267.16,1
429,2023-10-22 09:19:51,2023-II,Otras,Ing. Mecánica,Estatal,Validado,Otros,111.76,3
4640,2023-10-22 09:58:46,2023-II,Otras,Desarrollo Rural,Privado,Pendiente,Examen,169.08,1
1620,2023-10-22 14:16:48,2023-II,Agronomía,Agronomía,Estatal,Validado,Examen,222.6,3
4324,2023-10-22 14:54:46,2023-II,Agronomía,Agronomía,Estatal,Pendiente,Examen,245.22,1
2733,2023-10-22 22:13:00,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,294.19,2
4182,2023-10-23 05:37:07,2023-II,Económicas,Contabilidad,Estatal,Validado,Inscripción,298.15,2
4451,2023-10-23 05:39:39,2023-II,RRNN,Ing. RRNN,Estatal,Pendiente,Examen,231.02,1
3486,2023-10-23 07:43:33,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Validado,Matrícula,426.86,3
3545,2023-10-23 08:39:37,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Observado,Examen,186.46,1
1660,2023-10-23 11:56:13,2023-II,Económicas,Economía,Estatal,Validado,Otros,99.63,3
1467,2023-10-23 13:30:33,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Matrícula,385.93,3
1994,2023-10-23 13:58:45,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Pendiente,Inscripción,238.25,1
1442,2023-10-23 14:36:35,2023-II,Económicas,Economía,Estatal,Validado,Inscripción,210.28,3
528,2023-10-23 15:46:22,2023-II,Ing. Informática,Ing. Informática y Sistemas,Privado,Observado,Inscripción,244.71,1
326,2023-10-23 22:19:54,2023-II,Zootecnia,Zootecnia,Privado,Validado,Matrícula,462.84,3
3044,2023-10-24 01:25:43,2023-II,Económicas,Economía,Estatal,Validado,Examen,242.24,2
161,2023-10-24 04:10:30,2023-II,Agronomía,Agronomía,Estatal,Validado,Examen,240.95,2
3062,2023-10-24 09:14:54,2023-II,RRNN,Ing. Forestal,Estatal,Validado,Otros,81.34,2
2270,2023-10-24 11:54:56,2023-II,RRNN,Ing. RRNN,Privado,Validado,Examen,242.43,2
968,2023-10-24 12:13:52,2023-II,Económicas,Contabilidad,Estatal,Validado,Otros,62.35,3
2225,2023-10-24 17:06:31,2023-II,RRNN,Ing. RRNN,Privado,Pendiente,Examen,183.54,1
1626,2023-10-24 18:08:54,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Matrícula,434.04,3
977,2023-10-24 20:58:20,2023-II,Agronomía,Agronomía,Privado,Validado,Constancias,69.58,3
4436,2023-10-25 04:25:10,2023-II,Otras,Ing. Mecánica,Privado,Pendiente,Examen,177.59,1
2327,2023-10-25 05:38:30,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Examen,154.13,2
2947,2023-10-25 06:09:47,2023-II,RRNN,Ing. Ambiental,Estatal,Observado,Inscripción,246.43,1
351,2023-10-25 10:46:04,2023-II,Económicas,Contabilidad,Privado,Validado,Inscripción,214.28,2
2743,2023-10-25 15:03:58,2023-II,RRNN,Ing. Ambiental,Estatal,Validado,Examen,248.07,2
3452,2023-10-25 22:16:16,2023-II,RRNN,Ing. RRNN,Estatal,Validado,Matrícula,473.42,3
1524,2023-10-25 22:43:39,2023-II,Zootecnia,Zootecnia,Privado,Validado,Matrícula,356.8,3
3213,2023-10-26 05:48:53,2023-II,Agronomía,Agronomía,Estatal,Validado,Examen,208.65,3
357,2023-10-26 16:03:48,2023-II,Zootecnia,Zootecnia,Estatal,Validado,Inscripción,218.85,3
4757,2023-10-26 17:09:37,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,287.73,3
752,2023-10-26 18:23:42,2023-II,Zootecnia,Zootecnia,Privado,Validado,Inscripción,257.29,3
1786,2023-10-26 21:03:33,2023-II,Agronomía,Agronomía,Estatal,Validado,Matrícula,362.12,3
3009,2023-10-26 21:29:13,2023-II,Económicas,Administración,Estatal,Validado,Otros,130.7,3
2275,2023-10-26 22:14:45,2023-II,Económicas,Administración,Estatal,Validado,Inscripción,226.54,2
3645,2023-10-27 02:25:48,2023-II,Otras,Desarrollo Rural,Privado,Validado,Otros,149.62,2
3910,2023-10-27 03:30:20,2023-II,Zootecnia,Zootecnia,Estatal,Observado,Examen,190.64,1
1879,2023-10-27 04:57:25,2023-II,Económicas,Administración,Privado,Validado,Examen,178.21,3
3750,2023-10-27 05:16:15,2023-II,Agronomía,Agronomía,Estatal,Validado,Matrícula,469.95,3
385,2023-10-27 08:54:11,2023-II,Económicas,Administración,Estatal,Validado,Inscripción,280.73,2
4166,2023-10-27 13:44:28,2023-II,Agronomía,Agronomía,Estatal,Validado,Matrícula,361.68,3
4673,2023-10-27 15:35:08,2023-II,Económicas,Economía,Estatal,Validado,Constancias,30.03,3
2948,2023-10-28 04:28:17,2023-II,RRNN,Ing. Ambiental,Privado,Validado,Matrícula,406.52,3
94,2023-10-28 09:44:54,2023-II,RRNN,Ing. Forestal,Estatal,Validado,Constancias,63.51,2
601,2023-10-28 17:04:55,2023-II,Otras,Desarrollo Rural,Estatal,Validado,Constancias,58.9,2
3420,2023-10-28 21:47:20,2023-II,RRNN,Ing. Forestal,Privado,Validado,Inscripción,252.68,3
2788,2023-10-29 01:03:41,2023-II,Zootecnia,Zootecnia,Privado,Validado,Inscripción,220.41,2
1740,2023-10-29 09:34:39,2023-II,Ing. Informática,Ing. Informática y Sistemas,Estatal,Validado,Inscripción,235.42,3
